HARGA,LT,LB,JKT,JKM,GRS,KOTA
"5,000,000,000",225,245,3,3,TIDAK ADA,JAKSEL
"17,000,000,000",465,640,4,4,ADA,JAKSEL
"15,000,000,000",500,600,5,5,ADA,JAKSEL
"10,000,000,000",246,350,3,3,ADA,JAKSEL
"18,000,000,000",700,500,5,4,ADA,JAKSEL
"36,000,000,000",1147,900,5,6,ADA,JAKSEL
"35,500,000,000",500,525,4,4,ADA,JAKSEL
"5,250,000,000",190,320,4,3,ADA,JAKSEL
"13,500,000,000",330,520,3,2,ADA,JAKSEL
"10,700,000,000",604,550,5,5,ADA,JAKSEL
"18,000,000,000",415,470,5,4,ADA,JAKSEL
"21,000,000,000",817,500,4,4,ADA,JAKSEL
"10,000,000,000",227,400,4,3,ADA,JAKSEL
"6,500,000,000",215,320,4,3,ADA,JAKSEL
"4,700,000,000",260,280,6,4,ADA,JAKSEL
"17,500,000,000",518,450,5,7,ADA,JAKSEL
"19,750,000,000",500,536,5,5,ADA,JAKSEL
"30,000,000,000",317,450,4,4,ADA,JAKSEL
"15,000,000,000",585,300,4,2,TIDAK ADA,JAKSEL
"25,000,000,000",1050,1000,4,4,TIDAK ADA,JAKSEL
"11,100,000,000",230,568,4,4,ADA,JAKSEL
"20,000,000,000",780,500,4,3,TIDAK ADA,JAKSEL
"5,300,000,000",330,250,10,4,TIDAK ADA,JAKSEL
"39,000,000,000",973,1000,4,4,TIDAK ADA,JAKSEL
"38,000,000,000",1180,800,8,9,ADA,JAKSEL
"18,000,000,000",216,384,4,4,ADA,JAKSEL
"23,000,000,000",558,563,8,6,ADA,JAKSEL
"26,000,000,000",1083,1200,6,6,ADA,JAKSEL
"23,000,000,000",693,474,5,4,ADA,JAKSEL
"4,750,000,000",161,250,4,2,TIDAK ADA,JAKSEL
"15,900,000,000",400,500,4,5,ADA,JAKSEL
"5,500,000,000",230,300,3,3,TIDAK ADA,JAKSEL
"9,000,000,000",159,380,3,3,ADA,JAKSEL
"19,000,000,000",817,600,5,4,ADA,JAKSEL
"22,600,000,000",754,500,4,4,ADA,JAKSEL
"33,000,000,000",585,900,7,6,ADA,JAKSEL
"12,000,000,000",600,500,4,3,ADA,JAKSEL
"15,000,000,000",385,500,4,5,ADA,JAKSEL
"17,500,000,000",518,450,5,7,ADA,JAKSEL
"1,870,000,000",22,90,3,2,TIDAK ADA,JAKSEL
"17,500,000,000",800,800,5,5,TIDAK ADA,JAKSEL
"5,800,000,000",144,285,4,3,ADA,JAKSEL
"39,000,000,000",450,650,7,5,ADA,JAKSEL
"6,500,000,000",399,350,4,3,ADA,JAKSEL
"12,000,000,000",615,450,4,4,ADA,JAKSEL
"8,800,000,000",527,600,3,3,TIDAK ADA,JAKSEL
"7,730,000,000",225,245,3,3,ADA,JAKSEL
"500,000,000",60,60,2,1,TIDAK ADA,JAKSEL
"14,400,000,000",474,450,4,3,ADA,JAKSEL
"16,000,000,000",407,575,5,4,ADA,JAKSEL
"40,000,000,000",973,1100,4,4,ADA,JAKSEL
"11,000,000,000",180,415,4,5,ADA,JAKSEL
"5,500,000,000",144,325,3,4,TIDAK ADA,JAKSEL
"16,000,000,000",350,600,4,4,TIDAK ADA,JAKSEL
"21,000,000,000",1042,550,7,6,ADA,JAKSEL
"11,200,000,000",246,345,6,5,ADA,JAKSEL
"5,500,000,000",214,245,5,3,TIDAK ADA,JAKSEL
"6,500,000,000",250,214,4,3,TIDAK ADA,JAKSEL
"16,500,000,000",472,650,4,3,ADA,JAKSEL
"10,500,000,000",230,300,10,10,ADA,JAKSEL
"10,000,000,000",227,400,6,4,ADA,JAKSEL
"10,500,000,000",876,700,7,4,TIDAK ADA,JAKSEL
"15,000,000,000",400,450,5,4,ADA,JAKSEL
"8,950,000,000",246,340,6,3,ADA,JAKSEL
"22,000,000,000",1000,800,5,4,ADA,JAKSEL
"6,800,000,000",133,331,4,3,ADA,JAKSEL
"5,200,000,000",347,300,5,4,TIDAK ADA,JAKSEL
"20,000,000,000",450,550,5,2,TIDAK ADA,JAKSEL
"26,000,000,000",700,887,4,5,TIDAK ADA,JAKSEL
"15,500,000,000",450,400,4,4,TIDAK ADA,JAKSEL
"6,900,000,000",625,500,4,4,ADA,JAKSEL
"2,750,000,000",130,175,3,3,TIDAK ADA,JAKSEL
"22,000,000,000",455,570,4,5,ADA,JAKSEL
"9,550,000,000",251,288,4,3,TIDAK ADA,JAKSEL
"15,000,000,000",520,500,4,4,ADA,JAKSEL
"15,000,000,000",1055,650,8,5,ADA,JAKSEL
"39,000,000,000",973,1100,4,4,ADA,JAKSEL
"17,500,000,000",518,450,5,7,ADA,JAKSEL
"28,000,000,000",1020,816,5,3,ADA,JAKSEL
"4,650,000,000",124,220,4,3,ADA,JAKSEL
"6,800,000,000",389,200,4,3,ADA,JAKSEL
"5,900,000,000",214,245,5,3,TIDAK ADA,JAKSEL
"14,500,000,000",648,400,8,6,ADA,JAKSEL
"36,000,000,000",1300,850,6,4,ADA,JAKSEL
"19,500,000,000",520,500,5,4,ADA,JAKSEL
"5,000,000,000",300,200,5,4,TIDAK ADA,JAKSEL
"11,100,000,000",282,383,4,2,ADA,JAKSEL
"14,000,000,000",718,400,2,2,ADA,JAKSEL
"4,950,000,000",135,250,3,4,ADA,JAKSEL
"8,500,000,000",246,221,4,4,ADA,JAKSEL
"4,700,000,000",110,250,4,3,TIDAK ADA,JAKSEL
"14,400,000,000",451,320,5,4,ADA,JAKSEL
"85,000,000,000",1175,1700,5,6,ADA,JAKSEL
"6,700,000,000",190,250,4,3,ADA,JAKSEL
"4,400,000,000",201,300,4,3,TIDAK ADA,JAKSEL
"6,800,000,000",212,170,3,2,ADA,JAKSEL
"5,800,000,000",150,171,3,3,TIDAK ADA,JAKSEL
"14,850,000,000",539,610,4,4,ADA,JAKSEL
"11,000,000,000",180,420,4,5,ADA,JAKSEL
"17,000,000,000",392,400,4,4,ADA,JAKSEL
"8,250,000,000",174,220,3,3,ADA,JAKSEL
"8,000,000,000",352,200,4,2,ADA,JAKSEL
"16,000,000,000",407,500,4,4,ADA,JAKSEL
"5,400,000,000",104,240,3,3,ADA,JAKSEL
"14,000,000,000",407,800,4,3,ADA,JAKSEL
"25,000,000,000",752,450,4,4,ADA,JAKSEL
"19,000,000,000",380,600,4,4,ADA,JAKSEL
"1,350,000,000",72,150,3,3,TIDAK ADA,JAKSEL
"3,500,000,000",156,95,4,3,ADA,JAKSEL
"14,500,000,000",560,200,3,2,ADA,JAKSEL
"3,500,000,000",100,186,4,3,ADA,JAKSEL
"2,200,000,000",110,200,3,3,ADA,JAKSEL
"15,500,000,000",1055,500,5,3,ADA,JAKSEL
"1,300,000,000",65,108,3,2,ADA,JAKSEL
"1,200,000,000",69,75,3,1,TIDAK ADA,JAKSEL
"1,310,000,000",51,60,2,2,TIDAK ADA,JAKSEL
"2,400,000,000",127,180,5,5,ADA,JAKSEL
"5,500,000,000",234,115,2,2,ADA,JAKSEL
"15,000,000,000",500,550,5,5,ADA,JAKSEL
"35,500,000,000",1500,1000,6,6,ADA,JAKSEL
"3,800,000,000",220,220,3,3,TIDAK ADA,JAKSEL
"4,970,000,000",154,300,6,4,ADA,JAKSEL
"10,500,000,000",202,600,3,3,TIDAK ADA,JAKSEL
"680,000,000",50,60,3,2,TIDAK ADA,JAKSEL
"2,570,000,000",107,120,3,3,TIDAK ADA,JAKSEL
"14,000,000,000",949,800,5,4,ADA,JAKSEL
"4,600,000,000",201,350,4,3,ADA,JAKSEL
"4,200,000,000",109,188,3,3,ADA,JAKSEL
"13,500,000,000",465,365,5,5,ADA,JAKSEL
"700,000,000",60,52,3,2,ADA,JAKSEL
"1,650,000,000",78,105,3,3,ADA,JAKSEL
"1,300,000,000",86,135,3,2,TIDAK ADA,JAKSEL
"80,000,000,000",800,2000,7,6,ADA,JAKSEL
"11,750,000,000",340,419,4,4,TIDAK ADA,JAKSEL
"14,900,000,000",291,400,4,4,TIDAK ADA,JAKSEL
"57,000,000,000",550,1200,5,5,ADA,JAKSEL
"1,350,000,000",69,100,3,3,ADA,JAKSEL
"555,000,000",32,38,2,2,TIDAK ADA,JAKSEL
"1,200,000,000",60,70,3,2,ADA,JAKSEL
"2,990,000,000",123,160,4,3,TIDAK ADA,JAKSEL
"7,500,000,000",150,350,3,3,ADA,JAKSEL
"4,200,000,000",85,190,3,3,TIDAK ADA,JAKSEL
"25,000,000,000",850,530,6,4,ADA,JAKSEL
"1,880,000,000",60,90,3,2,TIDAK ADA,JAKSEL
"5,300,000,000",144,285,4,3,ADA,JAKSEL
"1,300,000,000",78,100,3,3,TIDAK ADA,JAKSEL
"700,000,000",60,52,3,2,ADA,JAKSEL
"650,000,000",60,52,3,2,ADA,JAKSEL
"679,000,000",60,50,3,2,TIDAK ADA,JAKSEL
"2,200,000,000",110,200,4,4,TIDAK ADA,JAKSEL
"1,200,000,000",60,70,3,2,ADA,JAKSEL
"3,750,000,000",321,220,5,5,ADA,JAKSEL
"15,000,000,000",291,400,4,3,ADA,JAKSEL
"13,500,000,000",500,640,5,5,ADA,JAKSEL
"15,000,000,000",291,400,4,4,ADA,JAKSEL
"7,050,000,000",128,315,3,3,ADA,JAKSEL
"13,700,000,000",323,400,4,3,ADA,JAKSEL
"9,500,000,000",239,436,4,4,ADA,JAKSEL
"14,500,000,000",465,841,5,4,ADA,JAKSEL
"17,000,000,000",392,500,4,4,ADA,JAKSEL
"32,000,000,000",325,600,4,4,ADA,JAKSEL
"168,000,000,000",1770,1000,5,5,ADA,JAKSEL
"30,000,000,000",345,500,4,4,ADA,JAKSEL
"32,000,000,000",430,600,4,4,ADA,JAKSEL
"180,000,000,000",1442,1000,6,5,ADA,JAKSEL
"90,000,000,000",1066,5000,8,6,ADA,JAKSEL
"35,000,000,000",2600,700,5,5,ADA,JAKSEL
"23,000,000,000",400,400,4,4,ADA,JAKSEL
"75,000,000,000",1050,1500,5,5,ADA,JAKSEL
"68,000,000,000",470,1000,5,5,ADA,JAKSEL
"135,000,000,000",850,1000,5,4,ADA,JAKSEL
"165,000,000,000",2122,1500,6,6,ADA,JAKSEL
"2,800,000,000",75,150,4,2,ADA,JAKSEL
"12,000,000,000",340,419,4,5,TIDAK ADA,JAKSEL
"11,000,000,000",769,400,4,3,ADA,JAKSEL
"33,000,000,000",329,526,5,4,ADA,JAKSEL
"85,000,000,000",770,500,4,4,ADA,JAKSEL
"3,000,000,000",250,267,4,4,ADA,JAKSEL
"65,000,000,000",586,600,5,4,ADA,JAKSEL
"7,350,000,000",200,444,27,27,ADA,JAKSEL
"40,000,000,000",340,850,5,5,ADA,JAKSEL
"120,000,000,000",1050,998,5,5,ADA,JAKSEL
"110,000,000,000",1050,2500,8,5,ADA,JAKSEL
"50,000,000,000",912,600,5,4,ADA,JAKSEL
"5,150,000,000",144,285,4,3,ADA,JAKSEL
"12,500,000,000",875,578,6,5,ADA,JAKSEL
"2,950,000,000",82,145,3,3,ADA,JAKSEL
"28,000,000,000",490,500,5,4,ADA,JAKSEL
"15,700,000,000",860,350,5,4,ADA,JAKSEL
"14,900,000,000",291,400,4,4,TIDAK ADA,JAKSEL
"15,000,000,000",542,452,5,5,ADA,JAKSEL
"14,500,000,000",325,450,3,3,ADA,JAKSEL
"72,000,000,000",855,589,5,3,ADA,JAKSEL
"5,200,000,000",390,250,3,2,ADA,JAKSEL
"7,500,000,000",105,275,3,3,ADA,JAKSEL
"75,000,000,000",3000,2000,4,4,ADA,JAKSEL
"8,500,000,000",226,330,5,5,ADA,JAKSEL
"12,500,000,000",340,419,4,4,TIDAK ADA,JAKSEL
"6,100,000,000",199,350,4,4,ADA,JAKSEL
"1,280,000,000",72,78,3,2,TIDAK ADA,JAKSEL
"30,000,000,000",1100,800,5,6,ADA,JAKSEL
"11,000,000,000",459,500,5,5,ADA,JAKSEL
"22,900,000,000",680,850,4,4,TIDAK ADA,JAKSEL
"9,500,000,000",460,550,4,5,TIDAK ADA,JAKSEL
"4,970,000,000",161,300,5,3,TIDAK ADA,JAKSEL
"42,000,000,000",709,500,3,4,TIDAK ADA,JAKSEL
"11,000,000,000",256,350,4,4,ADA,JAKSEL
"28,000,000,000",997,800,4,5,ADA,JAKSEL
"29,900,000,000",680,650,6,6,TIDAK ADA,JAKSEL
"12,900,000,000",1145,400,6,4,TIDAK ADA,JAKSEL
"4,800,000,000",340,275,4,3,ADA,JAKSEL
"7,000,000,000",248,240,4,2,TIDAK ADA,JAKSEL
"15,000,000,000",291,400,4,4,ADA,JAKSEL
"15,000,000,000",1148,500,4,4,ADA,JAKSEL
"7,300,000,000",385,270,3,2,ADA,JAKSEL
"4,200,000,000",151,145,4,4,ADA,JAKSEL
"4,500,000,000",203,100,4,3,ADA,JAKSEL
"23,200,000,000",400,350,4,3,ADA,JAKSEL
"34,000,000,000",525,525,4,4,ADA,JAKSEL
"7,500,000,000",149,325,5,3,TIDAK ADA,JAKSEL
"550,000,000",84,50,2,1,TIDAK ADA,JAKSEL
"22,000,000,000",616,800,6,5,ADA,JAKSEL
"1,200,000,000",60,70,3,2,ADA,JAKSEL
"38,000,000,000",320,1000,5,5,ADA,JAKSEL
"21,000,000,000",560,700,5,5,ADA,JAKSEL
"60,000,000,000",610,700,4,4,ADA,JAKSEL
"5,800,000,000",126,256,3,3,ADA,JAKSEL
"15,500,000,000",216,300,6,8,TIDAK ADA,JAKSEL
"45,000,000,000",483,1100,5,5,ADA,JAKSEL
"2,700,000,000",310,400,6,4,ADA,JAKSEL
"1,700,000,000",213,125,4,4,ADA,JAKSEL
"3,250,000,000",146,70,6,2,ADA,JAKSEL
"7,700,000,000",422,400,4,4,ADA,JAKSEL
"19,700,000,000",903,600,3,3,ADA,JAKSEL
"1,750,000,000",133,140,3,3,ADA,JAKSEL
"6,750,000,000",350,200,3,2,ADA,JAKSEL
"30,000,000,000",3000,500,4,4,ADA,JAKSEL
"23,000,000,000",348,468,4,4,ADA,JAKSEL
"5,000,000,000",212,195,4,3,ADA,JAKSEL
"55,000,000,000",4035,1500,6,6,TIDAK ADA,JAKSEL
"4,800,000,000",290,240,4,3,ADA,JAKSEL
"430,000,000",25,40,2,2,TIDAK ADA,JAKSEL
"4,900,000,000",130,320,3,2,ADA,JAKSEL
"15,000,000,000",290,400,4,3,ADA,JAKSEL
"28,000,000,000",404,837,4,4,ADA,JAKSEL
"13,000,000,000",616,600,5,4,ADA,JAKSEL
"15,500,000,000",480,600,22,10,ADA,JAKSEL
"10,500,000,000",1000,476,5,5,ADA,JAKSEL
"6,500,000,000",250,280,3,2,ADA,JAKSEL
"4,050,000,000",468,500,5,4,ADA,JAKSEL
"9,000,000,000",355,400,6,5,ADA,JAKSEL
"5,900,000,000",403,200,4,3,ADA,JAKSEL
"6,500,000,000",400,300,4,4,ADA,JAKSEL
"8,500,000,000",540,450,5,4,ADA,JAKSEL
"32,000,000,000",325,600,4,8,ADA,JAKSEL
"21,000,000,000",250,400,3,3,ADA,JAKSEL
"18,000,000,000",290,450,4,3,ADA,JAKSEL
"8,500,000,000",529,315,4,4,ADA,JAKSEL
"2,800,000,000",170,169,4,4,TIDAK ADA,JAKSEL
"28,000,000,000",830,400,8,4,TIDAK ADA,JAKSEL
"2,950,000,000",170,230,5,2,TIDAK ADA,JAKSEL
"7,300,000,000",230,350,5,3,ADA,JAKSEL
"11,000,000,000",268,400,5,4,ADA,JAKSEL
"5,900,000,000",160,176,3,2,ADA,JAKSEL
"8,000,000,000",555,284,4,5,ADA,JAKSEL
"4,000,000,000",164,217,3,3,ADA,JAKSEL
"1,300,000,000",62,110,3,3,ADA,JAKSEL
"1,230,000,000",60,65,2,2,TIDAK ADA,JAKSEL
"1,200,000,000",65,60,2,2,ADA,JAKSEL
"38,000,000,000",316,1000,5,5,ADA,JAKSEL
"4,500,000,000",567,300,3,2,ADA,JAKSEL
"6,000,000,000",347,120,4,3,ADA,JAKSEL
"25,000,000,000",700,1200,5,7,ADA,JAKSEL
"7,500,000,000",186,380,3,4,TIDAK ADA,JAKSEL
"7,000,000,000",200,300,3,3,TIDAK ADA,JAKSEL
"15,000,000,000",702,451,4,4,ADA,JAKSEL
"100,000,000,000",945,700,4,4,ADA,JAKSEL
"3,600,000,000",105,136,3,2,TIDAK ADA,JAKSEL
"6,500,000,000",210,330,4,4,TIDAK ADA,JAKSEL
"29,000,000,000",300,295,4,3,TIDAK ADA,JAKSEL
"95,000,000,000",3300,600,5,4,TIDAK ADA,JAKSEL
"28,000,000,000",404,837,4,4,TIDAK ADA,JAKSEL
"10,500,000,000",507,480,6,5,ADA,JAKSEL
"4,970,000,000",154,300,5,3,ADA,JAKSEL
"68,000,000,000",814,494,5,5,ADA,JAKSEL
"15,000,000,000",291,400,7,6,ADA,JAKSEL
"2,480,000,000",120,160,4,3,TIDAK ADA,JAKSEL
"13,500,000,000",380,400,5,4,ADA,JAKSEL
"11,000,000,000",378,350,4,1,ADA,JAKSEL
"2,190,000,000",111,125,3,2,ADA,JAKSEL
"4,350,000,000",105,220,3,3,ADA,JAKSEL
"7,800,000,000",206,300,4,4,ADA,JAKSEL
"30,000,000,000",458,400,4,4,TIDAK ADA,JAKSEL
"42,000,000,000",630,500,5,4,ADA,JAKSEL
"1,800,000,000",111,160,4,3,TIDAK ADA,JAKSEL
"3,900,000,000",360,250,5,3,TIDAK ADA,JAKSEL
"169,000,000,000",2122,1024,10,5,TIDAK ADA,JAKSEL
"7,500,000,000",220,305,4,4,TIDAK ADA,JAKSEL
"27,000,000,000",1752,712,3,2,ADA,JAKSEL
"6,800,000,000",210,262,4,3,ADA,JAKSEL
"10,500,000,000",300,378,4,3,TIDAK ADA,JAKSEL
"13,750,000,000",500,640,5,6,ADA,JAKSEL
"6,900,000,000",210,330,4,4,ADA,JAKSEL
"5,800,000,000",122,240,3,3,ADA,JAKSEL
"5,500,000,000",180,350,4,3,ADA,JAKSEL
"6,900,000,000",450,600,5,6,ADA,JAKSEL
"5,900,000,000",160,300,3,2,ADA,JAKSEL
"28,000,000,000",488,450,5,3,ADA,JAKSEL
"20,000,000,000",292,800,27,27,TIDAK ADA,JAKSEL
"77,500,000,000",1148,1200,8,6,ADA,JAKSEL
"3,250,000,000",105,140,3,3,ADA,JAKSEL
"1,600,000,000",229,160,3,2,TIDAK ADA,JAKSEL
"15,000,000,000",400,500,4,5,ADA,JAKSEL
"25,000,000,000",674,500,5,4,ADA,JAKSEL
"2,200,000,000",105,124,3,3,ADA,JAKSEL
"6,750,000,000",200,180,2,2,TIDAK ADA,JAKSEL
"3,600,000,000",136,180,3,2,TIDAK ADA,JAKSEL
"1,450,000,000",76,130,3,3,TIDAK ADA,JAKSEL
"6,400,000,000",235,310,5,4,ADA,JAKSEL
"1,750,000,000",133,130,3,3,ADA,JAKSEL
"6,750,000,000",187,337,6,4,ADA,JAKSEL
"85,000,000,000",1180,1200,5,6,ADA,JAKSEL
"65,000,000,000",472,1200,5,5,ADA,JAKSEL
"21,000,000,000",321,800,5,6,ADA,JAKSEL
"4,500,000,000",972,350,4,3,ADA,JAKSEL
"1,530,000,000",78,107,3,3,TIDAK ADA,JAKSEL
"3,500,000,000",169,215,4,4,ADA,JAKSEL
"1,100,000,000",65,100,3,3,ADA,JAKSEL
"3,700,000,000",540,350,4,2,ADA,JAKSEL
"16,000,000,000",488,550,6,5,ADA,JAKSEL
"4,500,000,000",209,270,4,4,ADA,JAKSEL
"29,000,000,000",692,400,4,3,TIDAK ADA,JAKSEL
"1,700,000,000",102,140,4,3,TIDAK ADA,JAKSEL
"1,250,000,000",63,110,3,3,TIDAK ADA,JAKSEL
